Id,Date,DateLongDescription,DateShortDescription,DayLongName,DayShortName,MonthLongName,MonthShortName,CalendarDay,CalendarWeek,CalendarWeekStartDateId,CalendarWeekEndDateId,CalendarDayInWeek,CalendarMonth,CalendarMonthStartDateId,CalendarMonthEndDateId,CalendarNumberOfDaysInMonth,CalendarDayInMonth,CalendarQuarter,CalendarQuarterStartDateId,CalendarQuarterEndDateId,CalendarNumberOfDaysInQuarter,CalendarDayInQuarter,CalendarYear,CalendarYearStartDateId,CalendarYearEndDateId,CalendarNumberOfDaysInYear
"9289","1990-05-19","Saturday, May 19, 1990","May 19, 1990","Saturday","Sat","May","May","139","20","9284","9290","6","5","9271","9301","31","19","2","9171","9400","91","49","1990","8871","10001","365"
"9290","1990-05-20","Sunday, May 20, 1990","May 20, 1990","Sunday","Sun","May","May","140","20","9284","9290","7","5","9271","9301","31","20","2","9171","9400","91","50","1990","8871","10001","365"
"9291","1990-05-21","Monday, May 21, 1990","May 21, 1990","Monday","Mon","May","May","141","21","9291","9297","1","5","9271","9301","31","21","2","9171","9400","91","51","1990","8871","10001","365"
"9292","1990-05-22","Tuesday, May 22, 1990","May 22, 1990","Tuesday","Tue","May","May","142","21","9291","9297","2","5","9271","9301","31","22","2","9171","9400","91","52","1990","8871","10001","365"
"9293","1990-05-23","Wednesday, May 23, 1990","May 23, 1990","Wednesday","Wed","May","May","143","21","9291","9297","3","5","9271","9301","31","23","2","9171","9400","91","53","1990","8871","10001","365"
"9294","1990-05-24","Thursday, May 24, 1990","May 24, 1990","Thursday","Thu","May","May","144","21","9291","9297","4","5","9271","9301","31","24","2","9171","9400","91","54","1990","8871","10001","365"
"9295","1990-05-25","Friday, May 25, 1990","May 25, 1990","Friday","Fri","May","May","145","21","9291","9297","5","5","9271","9301","31","25","2","9171","9400","91","55","1990","8871","10001","365"
"9296","1990-05-26","Saturday, May 26, 1990","May 26, 1990","Saturday","Sat","May","May","146","21","9291","9297","6","5","9271","9301","31","26","2","9171","9400","91","56","1990","8871","10001","365"
"9297","1990-05-27","Sunday, May 27, 1990","May 27, 1990","Sunday","Sun","May","May","147","21","9291","9297","7","5","9271","9301","31","27","2","9171","9400","91","57","1990","8871","10001","365"
"9298","1990-05-28","Monday, May 28, 1990","May 28, 1990","Monday","Mon","May","May","148","22","9298","9373","1","5","9271","9301","31","28","2","9171","9400","91","58","1990","8871","10001","365"
"9299","1990-05-29","Tuesday, May 29, 1990","May 29, 1990","Tuesday","Tue","May","May","149","22","9298","9373","2","5","9271","9301","31","29","2","9171","9400","91","59","1990","8871","10001","365"
"9300","1990-05-30","Wednesday, May 30, 1990","May 30, 1990","Wednesday","Wed","May","May","150","22","9298","9373","3","5","9271","9301","31","30","2","9171","9400","91","60","1990","8871","10001","365"
"9301","1990-05-31","Thursday, May 31, 1990","May 31, 1990","Thursday","Thu","May","May","151","22","9298","9373","4","5","9271","9301","31","31","2","9171","9400","91","61","1990","8871","10001","365"
"9371","1990-06-01","Friday, June 1, 1990","Jun 1, 1990","Friday","Fri","June","Jun","152","22","9298","9373","5","6","9371","9400","30","1","2","9171","9400","91","62","1990","8871","10001","365"
"9372","1990-06-02","Saturday, June 2, 1990","Jun 2, 1990","Saturday","Sat","June","Jun","153","22","9298","9373","6","6","9371","9400","30","2","2","9171","9400","91","63","1990","8871","10001","365"
"9373","1990-06-03","Sunday, June 3, 1990","Jun 3, 1990","Sunday","Sun","June","Jun","154","22","9298","9373","7","6","9371","9400","30","3","2","9171","9400","91","64","1990","8871","10001","365"
"9374","1990-06-04","Monday, June 4, 1990","Jun 4, 1990","Monday","Mon","June","Jun","155","23","9374","9380","1","6","9371","9400","30","4","2","9171","9400","91","65","1990","8871","10001","365"
"9375","1990-06-05","Tuesday, June 5, 1990","Jun 5, 1990","Tuesday","Tue","June","Jun","156","23","9374","9380","2","6","9371","9400","30","5","2","9171","9400","91","66","1990","8871","10001","365"
"9376","1990-06-06","Wednesday, June 6, 1990","Jun 6, 1990","Wednesday","Wed","June","Jun","157","23","9374","9380","3","6","9371","9400","30","6","2","9171","9400","91","67","1990","8871","10001","365"
"9377","1990-06-07","Thursday, June 7, 1990","Jun 7, 1990","Thursday","Thu","June","Jun","158","23","9374","9380","4","6","9371","9400","30","7","2","9171","9400","91","68","1990","8871","10001","365"
"9378","1990-06-08","Friday, June 8, 1990","Jun 8, 1990","Friday","Fri","June","Jun","159","23","9374","9380","5","6","9371","9400","30","8","2","9171","9400","91","69","1990","8871","10001","365"
"9379","1990-06-09","Saturday, June 9, 1990","Jun 9, 1990","Saturday","Sat","June","Jun","160","23","9374","9380","6","6","9371","9400","30","9","2","9171","9400","91","70","1990","8871","10001","365"
"9380","1990-06-10","Sunday, June 10, 1990","Jun 10, 1990","Sunday","Sun","June","Jun","161","23","9374","9380","7","6","9371","9400","30","10","2","9171","9400","91","71","1990","8871","10001","365"
"9381","1990-06-11","Monday, June 11, 1990","Jun 11, 1990","Monday","Mon","June","Jun","162","24","9381","9387","1","6","9371","9400","30","11","2","9171","9400","91","72","1990","8871","10001","365"
"9382","1990-06-12","Tuesday, June 12, 1990","Jun 12, 1990","Tuesday","Tue","June","Jun","163","24","9381","9387","2","6","9371","9400","30","12","2","9171","9400","91","73","1990","8871","10001","365"
"9383","1990-06-13","Wednesday, June 13, 1990","Jun 13, 1990","Wednesday","Wed","June","Jun","164","24","9381","9387","3","6","9371","9400","30","13","2","9171","9400","91","74","1990","8871","10001","365"
"9384","1990-06-14","Thursday, June 14, 1990","Jun 14, 1990","Thursday","Thu","June","Jun","165","24","9381","9387","4","6","9371","9400","30","14","2","9171","9400","91","75","1990","8871","10001","365"
"9385","1990-06-15","Friday, June 15, 1990","Jun 15, 1990","Friday","Fri","June","Jun","166","24","9381","9387","5","6","9371","9400","30","15","2","9171","9400","91","76","1990","8871","10001","365"
"9386","1990-06-16","Saturday, June 16, 1990","Jun 16, 1990","Saturday","Sat","June","Jun","167","24","9381","9387","6","6","9371","9400","30","16","2","9171","9400","91","77","1990","8871","10001","365"
"9387","1990-06-17","Sunday, June 17, 1990","Jun 17, 1990","Sunday","Sun","June","Jun","168","24","9381","9387","7","6","9371","9400","30","17","2","9171","9400","91","78","1990","8871","10001","365"
"9388","1990-06-18","Monday, June 18, 1990","Jun 18, 1990","Monday","Mon","June","Jun","169","25","9388","9394","1","6","9371","9400","30","18","2","9171","9400","91","79","1990","8871","10001","365"
"9389","1990-06-19","Tuesday, June 19, 1990","Jun 19, 1990","Tuesday","Tue","June","Jun","170","25","9388","9394","2","6","9371","9400","30","19","2","9171","9400","91","80","1990","8871","10001","365"
"9390","1990-06-20","Wednesday, June 20, 1990","Jun 20, 1990","Wednesday","Wed","June","Jun","171","25","9388","9394","3","6","9371","9400","30","20","2","9171","9400","91","81","1990","8871","10001","365"
"9391","1990-06-21","Thursday, June 21, 1990","Jun 21, 1990","Thursday","Thu","June","Jun","172","25","9388","9394","4","6","9371","9400","30","21","2","9171","9400","91","82","1990","8871","10001","365"
"9392","1990-06-22","Friday, June 22, 1990","Jun 22, 1990","Friday","Fri","June","Jun","173","25","9388","9394","5","6","9371","9400","30","22","2","9171","9400","91","83","1990","8871","10001","365"
"9393","1990-06-23","Saturday, June 23, 1990","Jun 23, 1990","Saturday","Sat","June","Jun","174","25","9388","9394","6","6","9371","9400","30","23","2","9171","9400","91","84","1990","8871","10001","365"
"9394","1990-06-24","Sunday, June 24, 1990","Jun 24, 1990","Sunday","Sun","June","Jun","175","25","9388","9394","7","6","9371","9400","30","24","2","9171","9400","91","85","1990","8871","10001","365"
"9395","1990-06-25","Monday, June 25, 1990","Jun 25, 1990","Monday","Mon","June","Jun","176","26","9395","9471","1","6","9371","9400","30","25","2","9171","9400","91","86","1990","8871","10001","365"
"9396","1990-06-26","Tuesday, June 26, 1990","Jun 26, 1990","Tuesday","Tue","June","Jun","177","26","9395","9471","2","6","9371","9400","30","26","2","9171","9400","91","87","1990","8871","10001","365"
"9397","1990-06-27","Wednesday, June 27, 1990","Jun 27, 1990","Wednesday","Wed","June","Jun","178","26","9395","9471","3","6","9371","9400","30","27","2","9171","9400","91","88","1990","8871","10001","365"
"9398","1990-06-28","Thursday, June 28, 1990","Jun 28, 1990","Thursday","Thu","June","Jun","179","26","9395","9471","4","6","9371","9400","30","28","2","9171","9400","91","89","1990","8871","10001","365"
"9399","1990-06-29","Friday, June 29, 1990","Jun 29, 1990","Friday","Fri","June","Jun","180","26","9395","9471","5","6","9371","9400","30","29","2","9171","9400","91","90","1990","8871","10001","365"
"9400","1990-06-30","Saturday, June 30, 1990","Jun 30, 1990","Saturday","Sat","June","Jun","181","26","9395","9471","6","6","9371","9400","30","30","2","9171","9400","91","91","1990","8871","10001","365"
"9471","1990-07-01","Sunday, July 1, 1990","Jul 1, 1990","Sunday","Sun","July","Jul","182","26","9395","9471","7","7","9471","9501","31","1","3","9471","9700","92","1","1990","8871","10001","365"
"9472","1990-07-02","Monday, July 2, 1990","Jul 2, 1990","Monday","Mon","July","Jul","183","27","9472","9478","1","7","9471","9501","31","2","3","9471","9700","92","2","1990","8871","10001","365"
"9473","1990-07-03","Tuesday, July 3, 1990","Jul 3, 1990","Tuesday","Tue","July","Jul","184","27","9472","9478","2","7","9471","9501","31","3","3","9471","9700","92","3","1990","8871","10001","365"
"9474","1990-07-04","Wednesday, July 4, 1990","Jul 4, 1990","Wednesday","Wed","July","Jul","185","27","9472","9478","3","7","9471","9501","31","4","3","9471","9700","92","4","1990","8871","10001","365"
"9475","1990-07-05","Thursday, July 5, 1990","Jul 5, 1990","Thursday","Thu","July","Jul","186","27","9472","9478","4","7","9471","9501","31","5","3","9471","9700","92","5","1990","8871","10001","365"
"9476","1990-07-06","Friday, July 6, 1990","Jul 6, 1990","Friday","Fri","July","Jul","187","27","9472","9478","5","7","9471","9501","31","6","3","9471","9700","92","6","1990","8871","10001","365"
"9477","1990-07-07","Saturday, July 7, 1990","Jul 7, 1990","Saturday","Sat","July","Jul","188","27","9472","9478","6","7","9471","9501","31","7","3","9471","9700","92","7","1990","8871","10001","365"
"9478","1990-07-08","Sunday, July 8, 1990","Jul 8, 1990","Sunday","Sun","July","Jul","189","27","9472","9478","7","7","9471","9501","31","8","3","9471","9700","92","8","1990","8871","10001","365"
"9479","1990-07-09","Monday, July 9, 1990","Jul 9, 1990","Monday","Mon","July","Jul","190","28","9479","9485","1","7","9471","9501","31","9","3","9471","9700","92","9","1990","8871","10001","365"
"9480","1990-07-10","Tuesday, July 10, 1990","Jul 10, 1990","Tuesday","Tue","July","Jul","191","28","9479","9485","2","7","9471","9501","31","10","3","9471","9700","92","10","1990","8871","10001","365"
"9481","1990-07-11","Wednesday, July 11, 1990","Jul 11, 1990","Wednesday","Wed","July","Jul","192","28","9479","9485","3","7","9471","9501","31","11","3","9471","9700","92","11","1990","8871","10001","365"
"9482","1990-07-12","Thursday, July 12, 1990","Jul 12, 1990","Thursday","Thu","July","Jul","193","28","9479","9485","4","7","9471","9501","31","12","3","9471","9700","92","12","1990","8871","10001","365"
"9483","1990-07-13","Friday, July 13, 1990","Jul 13, 1990","Friday","Fri","July","Jul","194","28","9479","9485","5","7","9471","9501","31","13","3","9471","9700","92","13","1990","8871","10001","365"
"9484","1990-07-14","Saturday, July 14, 1990","Jul 14, 1990","Saturday","Sat","July","Jul","195","28","9479","9485","6","7","9471","9501","31","14","3","9471","9700","92","14","1990","8871","10001","365"
"9485","1990-07-15","Sunday, July 15, 1990","Jul 15, 1990","Sunday","Sun","July","Jul","196","28","9479","9485","7","7","9471","9501","31","15","3","9471","9700","92","15","1990","8871","10001","365"
"9486","1990-07-16","Monday, July 16, 1990","Jul 16, 1990","Monday","Mon","July","Jul","197","29","9486","9492","1","7","9471","9501","31","16","3","9471","9700","92","16","1990","8871","10001","365"
"9487","1990-07-17","Tuesday, July 17, 1990","Jul 17, 1990","Tuesday","Tue","July","Jul","198","29","9486","9492","2","7","9471","9501","31","17","3","9471","9700","92","17","1990","8871","10001","365"
"9488","1990-07-18","Wednesday, July 18, 1990","Jul 18, 1990","Wednesday","Wed","July","Jul","199","29","9486","9492","3","7","9471","9501","31","18","3","9471","9700","92","18","1990","8871","10001","365"
"9489","1990-07-19","Thursday, July 19, 1990","Jul 19, 1990","Thursday","Thu","July","Jul","200","29","9486","9492","4","7","9471","9501","31","19","3","9471","9700","92","19","1990","8871","10001","365"
"9490","1990-07-20","Friday, July 20, 1990","Jul 20, 1990","Friday","Fri","July","Jul","201","29","9486","9492","5","7","9471","9501","31","20","3","9471","9700","92","20","1990","8871","10001","365"
"9491","1990-07-21","Saturday, July 21, 1990","Jul 21, 1990","Saturday","Sat","July","Jul","202","29","9486","9492","6","7","9471","9501","31","21","3","9471","9700","92","21","1990","8871","10001","365"
"9492","1990-07-22","Sunday, July 22, 1990","Jul 22, 1990","Sunday","Sun","July","Jul","203","29","9486","9492","7","7","9471","9501","31","22","3","9471","9700","92","22","1990","8871","10001","365"
"9493","1990-07-23","Monday, July 23, 1990","Jul 23, 1990","Monday","Mon","July","Jul","204","30","9493","9499","1","7","9471","9501","31","23","3","9471","9700","92","23","1990","8871","10001","365"
"9494","1990-07-24","Tuesday, July 24, 1990","Jul 24, 1990","Tuesday","Tue","July","Jul","205","30","9493","9499","2","7","9471","9501","31","24","3","9471","9700","92","24","1990","8871","10001","365"
"9495","1990-07-25","Wednesday, July 25, 1990","Jul 25, 1990","Wednesday","Wed","July","Jul","206","30","9493","9499","3","7","9471","9501","31","25","3","9471","9700","92","25","1990","8871","10001","365"
"9496","1990-07-26","Thursday, July 26, 1990","Jul 26, 1990","Thursday","Thu","July","Jul","207","30","9493","9499","4","7","9471","9501","31","26","3","9471","9700","92","26","1990","8871","10001","365"
"9497","1990-07-27","Friday, July 27, 1990","Jul 27, 1990","Friday","Fri","July","Jul","208","30","9493","9499","5","7","9471","9501","31","27","3","9471","9700","92","27","1990","8871","10001","365"
"9498","1990-07-28","Saturday, July 28, 1990","Jul 28, 1990","Saturday","Sat","July","Jul","209","30","9493","9499","6","7","9471","9501","31","28","3","9471","9700","92","28","1990","8871","10001","365"
"9499","1990-07-29","Sunday, July 29, 1990","Jul 29, 1990","Sunday","Sun","July","Jul","210","30","9493","9499","7","7","9471","9501","31","29","3","9471","9700","92","29","1990","8871","10001","365"
"9500","1990-07-30","Monday, July 30, 1990","Jul 30, 1990","Monday","Mon","July","Jul","211","31","9500","9575","1","7","9471","9501","31","30","3","9471","9700","92","30","1990","8871","10001","365"
"9501","1990-07-31","Tuesday, July 31, 1990","Jul 31, 1990","Tuesday","Tue","July","Jul","212","31","9500","9575","2","7","9471","9501","31","31","3","9471","9700","92","31","1990","8871","10001","365"
"9571","1990-08-01","Wednesday, August 1, 1990","Aug 1, 1990","Wednesday","Wed","August","Aug","213","31","9500","9575","3","8","9571","9601","31","1","3","9471","9700","92","32","1990","8871","10001","365"
"9572","1990-08-02","Thursday, August 2, 1990","Aug 2, 1990","Thursday","Thu","August","Aug","214","31","9500","9575","4","8","9571","9601","31","2","3","9471","9700","92","33","1990","8871","10001","365"
"9573","1990-08-03","Friday, August 3, 1990","Aug 3, 1990","Friday","Fri","August","Aug","215","31","9500","9575","5","8","9571","9601","31","3","3","9471","9700","92","34","1990","8871","10001","365"
"9574","1990-08-04","Saturday, August 4, 1990","Aug 4, 1990","Saturday","Sat","August","Aug","216","31","9500","9575","6","8","9571","9601","31","4","3","9471","9700","92","35","1990","8871","10001","365"
"9575","1990-08-05","Sunday, August 5, 1990","Aug 5, 1990","Sunday","Sun","August","Aug","217","31","9500","9575","7","8","9571","9601","31","5","3","9471","9700","92","36","1990","8871","10001","365"
"9576","1990-08-06","Monday, August 6, 1990","Aug 6, 1990","Monday","Mon","August","Aug","218","32","9576","9582","1","8","9571","9601","31","6","3","9471","9700","92","37","1990","8871","10001","365"
"9577","1990-08-07","Tuesday, August 7, 1990","Aug 7, 1990","Tuesday","Tue","August","Aug","219","32","9576","9582","2","8","9571","9601","31","7","3","9471","9700","92","38","1990","8871","10001","365"
